Ticker,CL=F,CL=F,CL=F,CL=F,CL=F,SI=F,SI=F,SI=F,SI=F,SI=F,V,V,V,V,V,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,^N225,^N225,^N225,^N225,^N225,LTC-USD,LTC-USD,LTC-USD,LTC-USD,LTC-USD,RACE,RACE,RACE,RACE,RACE,DOGE-USD,DOGE-USD,DOGE-USD,DOGE-USD,DOGE-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,AAPL,AAPL,AAPL,AAPL,AAPL,MC.PA,MC.PA,MC.PA,MC.PA,MC.PA,BNB-USD,BNB-USD,BNB-USD,BNB-USD,BNB-USD,WMT,WMT,WMT,WMT,WMT,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^FCHI,^FCHI,^FCHI,^FCHI,^FCHI,^RUT,^RUT,^RUT,^RUT,^RUT,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,^IXIC,^IXIC,^IXIC,^IXIC,^IXIC,^DJI,^DJI,^DJI,^DJI,^DJI,BABA,BABA,BABA,BABA,BABA,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,NVDA,NVDA,NVDA,NVDA,NVDA,GC=F,GC=F,GC=F,GC=F,GC=F,PFE,PFE,PFE,PFE,PFE,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,XRP-USD,XRP-USD,XRP-USD,XRP-USD,XRP-USD,TSLA,TSLA,TSLA,TSLA,TSLA,MSFT,MSFT,MSFT,MSFT,MSFT,SOL-USD,SOL-USD,SOL-USD,SOL-USD,SOL-USD,NFLX,NFLX,NFLX,NFLX,NFLX
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.00282287597656,71.32891082763672,69.2348861694336,70.81565856933594,344383885.0,,,,,,0.07028699666261673,0.0706849992275238,0.06928899884223938,0.07022500038146973,185279750.0,1196.713623046875,1203.475341796875,1192.8853759765625,1200.96484375,2399674550.0,,,,,,,,,,,246.33290100097656,246.48580932617188,243.57528686523438,244.13697814941406,278651737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16547.9140625,16630.439453125,16521.234375,16625.080078125,9244361700.0,0.3399229943752289,0.3399229943752289,0.3363319933414459,0.3387629985809326,290828851.0,,,,,,,,,,,9.96103572845459,10.052801132202148,9.7210111618042,9.982172966003418,194221164.0,,,,,
2023-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.82049560546875,75.75517272949219,70.22737884521484,74.86290740966797,699498243.0,,,,,,0.07022500038146973,0.0724790021777153,0.06935799866914749,0.0714540034532547,405800240.0,1201.103271484375,1219.860595703125,1195.2149658203125,1214.6566162109375,3765758498.0,,,,,,650.4415011597947,655.7250178374612,646.384451383501,654.8758544921875,194703.0,244.1522216796875,247.71527099609375,241.69248962402344,245.53590393066406,357733262.0,,,,,,13992.7099609375,14095.91015625,13976.4404296875,14069.259765625,34978500.0,6521.06982421875,6601.10986328125,6518.2099609375,6594.56982421875,47388200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16625.509765625,16759.34375,16572.228515625,16688.470703125,12097775227.0,0.3387739956378937,0.35410499572753906,0.32162800431251526,0.3485560119152069,1325787126.0,,,,,,,,,,,9.983222007751465,11.372013092041016,9.845211029052734,11.272967338562012,558570124.0,,,,,
2023-01-03,80.56999969482422,81.5,76.5999984741211,76.93000030517578,338520.0,24.454999923706055,24.530000686645508,23.979999542236328,24.05900001525879,148.0,204.60296452539998,207.58480545545115,201.55269572759414,202.7552032470703,4202800.0,85.45999908447266,86.95999908447266,84.20999908447266,85.81999969482422,76706000.0,121.96800788854041,125.49338487353471,121.43175291305995,123.87468719482422,35528500.0,,,,,,74.86341094970703,76.1574935913086,74.21105194091797,75.60272216796875,562329324.0,212.0490997058321,214.10439907114193,209.41634522293148,210.7865447998047,316400.0,0.07145600020885468,0.07219699770212173,0.06977400183677673,0.0704680010676384,283398864.0,1214.7440185546875,1219.0953369140625,1207.4915771484375,1214.77880859375,3392972131.0,128.3437644584535,128.9545451464431,122.32457128587431,123.21119689941406,112117500.0,652.4228115860847,671.103887081759,652.2341022202671,663.084228515625,316482.0,245.55213928222656,246.83145141601562,244.78404235839844,246.13336181640625,377452410.0,45.80995758993287,46.18273464603644,45.662133220148505,46.14738845825195,17249700.0,14116.0703125,14293.8701171875,14083.759765625,14181.669921875,57907500.0,6580.08984375,6696.10009765625,6580.08984375,6623.89013671875,73986700.0,1769.75,1785.949951171875,1737.260009765625,1750.72998046875,3959140000.0,88.91815977701387,90.36721788133093,87.8561840239744,88.45169067382812,28131200.0,10562.0595703125,10613.0595703125,10309.16015625,10386.98046875,4780650000.0,33148.8984375,33387.51953125,32850.5703125,33136.37109375,355930000.0,86.52671377472583,89.69869166081159,86.18482298818273,87.35295104980469,27891000.0,3853.2900390625,3878.4599609375,3794.330078125,3824.139892578125,3959140000.0,14.836145235913992,14.981000658105721,14.08190030442287,14.300681114196777,401277000.0,1836.199951171875,1839.699951171875,1836.199951171875,1839.699951171875,29.0,42.88227552796653,43.151290997810676,42.72255049898078,43.09244155883789,15603800.0,16688.84765625,16760.447265625,16622.37109375,16679.857421875,13903079207.0,0.34854400157928467,0.35104900598526,0.3420099914073944,0.34382399916648865,811872325.0,118.47000122070312,118.80000305175781,104.63999938964844,108.0999984741211,231402800.0,237.40392951699792,240.01158153417768,231.85655337253039,233.98565673828125,25740000.0,11.274726867675781,13.50026798248291,11.053266525268555,13.344045639038086,1149255381.0,29.805999755859375,29.839000701904297,28.8700008392334,29.4950008392334,67640000.0
2023-01-04,77.25,77.41999816894531,72.7300033569336,72.83999633789062,352434.0,24.084999084472656,24.104999542236328,23.75,23.79199981689453,24.0,204.93533666728223,208.43533140827304,204.93533666728223,207.8585205078125,6606200.0,86.55000305175781,86.9800033569336,83.36000061035156,85.13999938964844,68885100.0,126.49639063127337,128.1548119719727,124.97700511216185,126.48646545410156,32397100.0,25834.9296875,25840.6796875,25661.890625,25716.859375,83300000.0,75.60233306884766,77.644287109375,74.65835571289062,75.43390655517578,577893231.0,214.53502688511512,214.99502563476562,212.00015032618472,214.99502563476562,354700.0,0.0704680010676384,0.07325000315904617,0.07030999660491943,0.07323700189590454,343264145.0,1214.7186279296875,1264.8074951171875,1213.1688232421875,1256.526611328125,6404416893.0,125.00415469022626,126.74785308207225,123.22105739420844,124.4820327758789,89113600.0,674.5005251354056,696.2951049804688,670.7265679268394,696.2951049804688,570725.0,246.14089965820312,260.51605224609375,245.70497131347656,259.11968994140625,632924961.0,46.08954273526163,46.291999051904384,45.655705144112446,46.19880294799805,13338300.0,14266.98046875,14492.7802734375,14264.599609375,14490.7802734375,76221600.0,6660.60009765625,6780.830078125,6659.830078125,6776.43017578125,94387100.0,1758.0899658203125,1781.969970703125,1758.0899658203125,1772.5400390625,4414080000.0,89.67246868908859,89.97022203407718,86.6155636263099,87.41949462890625,34854800.0,10467.8203125,10515.2197265625,10337.6396484375,10458.759765625,5085380000.0,33165.140625,33409.1015625,33033.48046875,33269.76953125,379400000.0,93.87734571300557,99.26211441826295,92.09192178965746,98.69229888916016,53291800.0,3840.360107421875,3873.159912109375,3815.77001953125,3852.969970703125,4414080000.0,14.552430984023497,14.838144235609006,14.22675682442943,14.734248161315918,431324000.0,1845.5999755859375,1859.0999755859375,1845.5999755859375,1852.800048828125,25.0,42.27700798942024,42.56283397680701,41.62969610013609,42.14250183105469,21808400.0,16680.205078125,16964.5859375,16667.763671875,16863.23828125,18421743322.0,0.34383100271224976,0.3508799970149994,0.34283900260925293,0.3477939963340759,803671745.0,109.11000061035156,114.58999633789062,107.5199966430664,113.63999938964844,180389000.0,226.85608843916458,227.43230792474532,220.683672878356,223.75035095214844,50623400.0,13.351509094238281,14.09533977508545,12.922945976257324,13.435112953186035,1142852070.0,29.823999404907227,31.11400032043457,29.551000595092773,30.94099998474121,93451000.0
2023-01-05,73.25,74.91999816894531,72.45999908447266,73.66999816894531,300731.0,23.5,23.5,23.145000457763672,23.257999420166016,8.0,209.02192943909864,209.37388463601565,205.75657645079016,206.3920440673828,5246000.0,85.33000183105469,85.41999816894531,83.06999969482422,83.12000274658203,67930800.0,125.25504671628343,127.6284745077786,123.67608001591103,126.05943298339844,25447100.0,25825.5,25947.099609375,25750.4609375,25820.80078125,72300000.0,75.43116760253906,76.17188262939453,73.91404724121094,74.25080871582031,432215597.0,212.6265438948991,213.80100283063746,211.17804503862362,211.4814453125,205900.0,0.07323300093412399,0.0750269964337349,0.0714000016450882,0.07154999673366547,424927580.0,1256.484619140625,1258.571533203125,1245.173095703125,1250.4385986328125,4001786456.0,125.24059093401247,125.87107865122056,122.9058186898535,123.16194915771484,80962700.0,687.803558222124,693.1814576431194,681.2934603568131,687.2374877929688,327709.0,259.07647705078125,259.07647705078125,255.5965576171875,256.4228515625,342934041.0,46.102396728133115,46.317706540779675,45.84209417062504,46.04133987426758,13274400.0,14451.23046875,14501.599609375,14403.73046875,14436.3095703125,60947500.0,6744.5,6792.08984375,6732.0400390625,6761.5,71666600.0,1766.0799560546875,1766.0799560546875,1745.3800048828125,1753.18994140625,3893450000.0,86.81405397793031,86.9133025524005,85.25582788498791,85.55357360839844,27194400.0,10390.3095703125,10393.2197265625,10295.25,10305.240234375,4764270000.0,33191.71875,33191.71875,32812.328125,32930.078125,337920000.0,96.29907659843555,100.38276084222132,95.57730635355884,99.31910705566406,30400400.0,3839.739990234375,3839.739990234375,3802.419921875,3808.10009765625,3893450000.0,14.476507176700567,14.549434120901816,14.133849812431897,14.250733375549316,389168000.0,1855.199951171875,1855.199951171875,1834.800048828125,1834.800048828125,24.0,41.80622935382009,42.024803836824105,41.12529021244823,41.74738311767578,20057400.0,16863.47265625,16884.021484375,16790.283203125,16836.736328125,13692758566.0,0.34779301285743713,0.3483389914035797,0.33751699328422546,0.33803901076316833,669029812.0,110.51000213623047,111.75,107.16000366210938,110.33999633789062,157986300.0,221.89472640541456,222.2365596343891,216.58175162726957,217.11891174316406,39585600.0,13.43493938446045,13.769200325012207,12.990192413330078,13.419329643249512,564255825.0,30.700000762939453,31.417999267578125,30.454999923706055,30.969999313354492,83284000.0
2023-01-06,73.97000122070312,75.47000122070312,73.23999786376953,73.7699966430664,258128.0,23.295000076293945,23.82200050354004,23.290000915527344,23.82200050354004,6.0,209.21744296471368,213.26492000292734,208.32777642604523,212.88363647460938,6829700.0,83.02999877929688,86.4000015258789,81.43000030517578,86.08000183105469,83303400.0,128.0753531918348,129.42591965584387,125.16567791552465,129.11807250976562,27584500.0,25740.080078125,26034.060546875,25719.609375,25973.849609375,68200000.0,74.25939178466797,76.26553344726562,73.01207733154297,75.9925765991211,537790219.0,212.2252474562036,220.02073420839193,211.59886841574138,219.31117248535156,212900.0,0.0715550035238266,0.07257000356912613,0.0703440010547638,0.07247000187635422,306914647.0,1250.458984375,1273.2203369140625,1240.947509765625,1269.3790283203125,4977252792.0,124.13723200436364,128.3536136037993,123.03387482286254,127.69357299804688,87754700.0,692.5210519533248,706.4846801757812,687.6148967438105,706.4846801757812,318415.0,256.4501953125,260.22174072265625,255.0677032470703,259.8671569824219,417893264.0,46.468750256035094,47.41676440913547,46.35306145295458,47.169315338134766,21231900.0,14476.7197265625,14610.23046875,14388.98046875,14610.01953125,55433700.0,6772.93994140625,6860.9501953125,6757.4599609375,6860.9501953125,0.0,1764.3299560546875,1795.56005859375,1758.5,1792.800048828125,3923560000.0,86.13914952357796,87.03240180139032,84.22362258367278,86.68502044677734,41381500.0,10363.9599609375,10604.1396484375,10265.0400390625,10569.2900390625,5199780000.0,33055.30078125,33710.66015625,32997.390625,33630.609375,360740000.0,98.87274832807076,102.5670613469376,97.30575010837295,101.99724578857422,21072400.0,3823.3701171875,3906.18994140625,3809.56005859375,3895.080078125,3923560000.0,14.459525782981146,14.994990027309514,14.019966208080364,14.844141006469727,405044000.0,1838.4000244140625,1868.199951171875,1835.300048828125,1864.199951171875,26.0,42.01640206485143,43.37827735677054,41.6633245919716,42.80662536621094,29635900.0,16836.47265625,16991.994140625,16716.421875,16951.96875,14413662913.0,0.3380410075187683,0.34546899795532227,0.3328309953212738,0.3446449935436249,741263420.0,103.0,114.38999938964844,101.80999755859375,113.05999755859375,220911100.0,217.79279312709332,220.4883398206325,214.22802915573828,219.67771911621094,43613600.0,13.420552253723145,13.54129409790039,12.771324157714844,13.52584171295166,517147909.0,31.156999588012695,31.677000045776367,30.368999481201172,31.55500030517578,89598000.0
2023-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.99344635009766,76.60201263427734,75.66865539550781,76.37344360351562,332539243.0,,,,,,0.07246900349855423,0.072843998670578,0.07187599688768387,0.07222200185060501,173703551.0,1269.4197998046875,1270.5982666015625,1262.2711181640625,1264.2703857421875,2565213548.0,,,,,,,,,,,259.8548889160156,262.9636535644531,259.5932922363281,261.2828369140625,327712514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16952.1171875,16975.017578125,16914.19140625,16955.078125,7714767174.0,0.34463798999786377,0.3455219864845276,0.3420090079307556,0.34426799416542053,334559534.0,,,,,,,,,,,13.52675724029541,13.52675724029541,13.055072784423828,13.092267990112305,210349250.0,,,,,
2023-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.36907958984375,77.6822738647461,75.52995300292969,77.6822738647461,384160222.0,,,,,,0.07220999896526337,0.07361199706792831,0.07154600322246552,0.07360100001096725,246133445.0,1264.181884765625,1287.3594970703125,1260.226806640625,1287.3594970703125,3495088905.0,,,,,,,,,,,261.2529296875,274.38507080078125,260.51690673828125,274.38507080078125,491734030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16954.146484375,17091.14453125,16924.05078125,17091.14453125,9768827914.0,0.34426599740982056,0.34552299976348877,0.3392300009727478,0.3453580141067505,515669684.0,,,,,,,,,,,13.09150505065918,14.333256721496582,12.924285888671875,14.31993293762207,535020165.0,,,,,
